09-05-2026 02:35:39,Admin,1,FAILED
09-05-2026 02:35:47,Admin,2,FAILED
09-05-2026 02:35:50,Admin,1,FAILED
09-05-2026 02:35:50,Admin,-1,LOCKED
09-05-2026 02:36:00,Admin,1,FAILED
09-05-2026 02:36:01,Admin,1,FAILED
09-05-2026 02:36:02,Admin,-1,LOCKED
09-05-2026 21:03:43,Patient,28,FAILED
09-05-2026 21:03:55,Patient,26,FAILED
09-05-2026 21:03:59,Patient,-1,LOCKED
